order_datetime,order_gk,order_status_key,is_courier_assigned_key,cancellations_time_in_seconds
2020-07-22 08:26:32,3000622815834,9,0,
2020-07-22 07:49:59,3000622791841,4,1,114.0
2020-07-22 15:50:26,3000622991982,4,0,148.0
2020-07-22 08:39:46,3000622816996,4,0,84.0
2020-07-22 21:43:25,3000623141556,9,0,
2020-07-22 15:39:21,3000622991481,4,0,106.0
2020-07-22 08:04:57,3000622792776,9,0,
2020-07-22 17:28:43,3000623041067,9,0,
2020-07-22 19:01:54,3000623067229,4,0,191.0
2020-07-22 02:28:10,3000622665403,4,0,39.0
2020-07-22 08:52:30,3000622818000,4,0,67.0
2020-07-22 17:20:37,3000623018669,4,0,71.0
2020-07-22 21:42:59,3000623141523,9,0,
2020-07-22 09:10:55,3000622819529,4,0,21.0
2020-07-22 09:19:54,3000622820005,4,0,9.0
2020-07-22 08:34:23,3000622816469,9,0,
2020-07-22 20:28:53,3000623115991,4,0,8.0
2020-07-22 08:42:48,3000622817231,4,0,179.0
2020-07-22 08:19:25,3000622793905,4,0,10.0
2020-07-22 09:08:33,3000622819360,4,0,232.0
2020-07-22 17:40:49,3000623041700,4,0,46.0
2020-07-22 23:43:48,3000623191483,4,0,27.0
2020-07-22 23:20:21,3000623168370,4,0,19.0
2020-07-22 08:42:16,3000622817181,9,0,
2020-07-22 08:23:58,3000622794079,9,0,
2020-07-22 09:06:30,3000622819185,4,1,189.0
2020-07-22 08:24:05,3000622815653,9,0,
2020-07-22 11:51:38,3000622891414,4,1,48.0
2020-07-22 21:46:49,3000623141684,4,0,149.0
2020-07-22 21:38:28,3000623141432,4,0,253.0
2020-07-22 17:29:52,3000623041111,9,0,
2020-07-22 16:38:12,3000623016439,9,0,
2020-07-22 15:43:23,3000622991681,9,0,
2020-07-22 14:48:25,3000622966664,9,0,
2020-07-22 18:46:29,3000623066771,4,1,44.0
2020-07-22 14:34:41,3000622966010,4,0,83.0
2020-07-22 08:33:13,3000622816377,9,0,
2020-07-22 14:37:47,3000622966168,9,0,
2020-07-22 16:25:10,3000623015863,9,0,
2020-07-22 14:42:22,3000622966376,4,0,143.0
2020-07-22 08:46:11,3000622817508,9,0,
2020-07-22 09:15:20,3000622819722,4,0,92.0
2020-07-22 15:58:04,3000622992306,4,1,979.0
2020-07-22 17:35:40,3000623041420,9,0,
2020-07-22 18:28:42,3000623066056,4,1,83.0
2020-07-22 09:12:33,3000622819606,4,0,158.0
2020-07-22 15:33:39,3000622991183,4,0,91.0
2020-07-22 14:49:22,3000622966706,4,0,141.0
2020-07-22 19:09:45,3000623067524,9,0,
2020-07-22 07:58:35,3000622792328,4,0,85.0
2020-07-22 17:14:04,3000623018308,4,0,78.0
2020-07-22 22:19:35,3000623143560,4,0,46.0
2020-07-22 07:09:12,3000622766380,4,0,185.0
2020-07-22 20:43:08,3000623116290,9,0,
2020-07-22 14:30:31,3000622965886,9,0,
2020-07-22 13:52:36,3000622941361,9,0,
2020-07-22 22:24:31,3000623165987,4,0,41.0
2020-07-22 12:33:53,3000622916049,9,0,
2020-07-22 15:04:32,3000622967413,4,0,117.0
2020-07-22 16:23:15,3000623015780,4,1,135.0
2020-07-22 15:22:00,3000622968243,4,0,229.0
2020-07-22 15:53:43,3000622992127,4,0,96.0
2020-07-22 19:13:47,3000623067619,4,1,70.0
2020-07-22 14:38:54,3000622966213,4,0,185.0
2020-07-22 08:46:47,3000622817556,9,0,
2020-07-22 15:02:26,3000622966933,9,0,
2020-07-22 08:42:07,3000622817166,9,0,
2020-07-22 15:56:39,3000622992245,4,0,223.0
2020-07-22 23:32:03,3000623191183,4,0,82.0
2020-07-22 22:02:00,3000623142234,9,0,
2020-07-22 14:29:07,3000622965847,4,0,226.0
2020-07-22 16:13:44,3000622993005,4,1,212.0
2020-07-22 22:18:03,3000623143476,9,0,
2020-07-22 23:04:44,3000623167701,9,0,
2020-07-22 22:52:14,3000623167129,9,0,
2020-07-22 23:22:18,3000623168456,4,0,157.0
2020-07-22 08:24:39,3000622815696,9,0,
2020-07-22 00:07:27,3000622541884,4,0,38.0
2020-07-22 14:44:48,3000622966475,4,1,51.0
2020-07-22 09:07:06,3000622819253,4,0,186.0
2020-07-22 03:56:15,3000622690528,4,0,84.0
2020-07-22 09:25:58,3000622840742,9,0,
2020-07-22 17:09:04,3000623018040,4,0,223.0
2020-07-22 08:41:03,3000622817082,9,0,
2020-07-22 09:17:39,3000622819865,4,0,30.0
2020-07-22 15:35:36,3000622991293,4,0,23.0
2020-07-22 08:28:46,3000622816033,9,0,
2020-07-22 21:26:50,3000623140994,9,0,
2020-07-22 08:46:57,3000622817572,4,0,10.0
2020-07-22 08:30:23,3000622816142,4,0,10.0
2020-07-22 22:43:27,3000623166761,4,0,183.0
2020-07-22 17:46:41,3000623041956,9,0,
2020-07-22 16:25:55,3000623015890,4,1,205.0
2020-07-22 09:06:08,3000622819168,4,1,134.0
2020-07-22 14:09:59,3000622941761,4,0,88.0
2020-07-22 17:37:05,3000623041505,9,0,
2020-07-22 08:38:38,3000622816880,9,0,
2020-07-22 08:40:06,3000622817024,9,0,
2020-07-22 07:59:45,3000622792389,9,0,
2020-07-22 18:55:15,3000623067054,9,0,
2020-07-22 11:16:58,3000622866916,4,1,56.0
2020-07-22 23:22:28,3000623168471,4,0,108.0
2020-07-22 15:54:04,3000622992140,4,0,229.0
2020-07-22 21:38:20,3000623141418,4,0,70.0
2020-07-22 23:57:42,3000623191809,9,0,
2020-07-22 08:23:55,3000622815643,9,0,
2020-07-22 08:39:24,3000622816965,9,0,
2020-07-22 23:02:06,3000623167588,4,0,55.0
2020-07-22 22:25:16,3000623166008,4,0,91.0
2020-07-22 23:03:27,3000623167654,9,0,
2020-07-22 08:14:43,3000622793534,9,0,
2020-07-22 08:37:41,3000622816785,4,0,117.0
2020-07-22 13:39:47,3000622941094,4,1,129.0
2020-07-22 14:51:56,3000622966823,9,0,
2020-07-22 15:59:34,3000622992356,9,0,
2020-07-22 15:35:56,3000622991322,4,0,212.0
2020-07-22 21:04:04,3000623116734,4,0,13.0
2020-07-22 08:39:44,3000622816344,4,0,536.0
2020-07-22 08:01:02,3000622792458,9,0,
2020-07-22 08:49:09,3000622817741,9,0,
2020-07-22 14:27:35,3000622965825,4,0,113.0
2020-07-22 23:09:01,3000623167895,4,0,141.0
2020-07-22 22:17:13,3000623143411,4,0,191.0
2020-07-22 16:39:13,3000623016559,9,0,
2020-07-22 08:30:44,3000622816178,4,0,80.0
2020-07-22 02:51:56,3000622665477,4,1,976.0
2020-07-22 08:44:11,3000622817356,4,0,91.0
2020-07-22 15:46:08,3000622991807,4,0,36.0
2020-07-22 14:22:50,3000622942056,4,0,63.0
2020-07-22 21:39:45,3000623141459,4,0,68.0
2020-07-22 16:46:07,3000623016887,9,0,
2020-07-22 08:38:15,3000622816844,4,0,199.0
2020-07-22 19:19:42,3000623067840,4,0,254.0
2020-07-22 14:58:04,3000622967094,4,0,95.0
2020-07-22 01:19:27,3000595797340,9,0,
2020-07-22 21:22:21,3000596346944,4,0,219.0
2020-07-22 00:21:20,3000595772796,4,0,12.0
2020-07-22 01:08:05,3000595797162,4,0,7.0
2020-07-22 00:33:55,3000595796415,4,0,106.0
2020-07-22 02:46:31,3000595895860,9,0,
2020-07-22 22:28:37,3000596396346,9,0,
2020-07-22 04:35:09,3000595945698,4,0,124.0
2020-07-22 00:42:55,3000595796599,9,0,
2020-07-22 21:33:07,3000596371279,4,0,48.0
2020-07-22 02:33:31,3000595895736,9,0,
2020-07-22 04:22:35,3000595920991,9,0,
2020-07-22 17:50:31,3000596271473,4,1,226.0
2020-07-22 02:08:38,3000595871185,4,0,70.0
2020-07-22 02:59:34,3000595895962,9,0,
2020-07-22 03:06:12,3000595896057,9,0,
2020-07-22 11:56:09,3000596121480,4,1,233.0
2020-07-22 00:07:44,3000595772434,4,0,7.0
2020-07-22 00:16:59,3000595772680,9,0,
2020-07-22 08:53:14,3000596046057,9,0,
2020-07-22 21:23:14,3000596371134,9,0,
2020-07-22 21:46:20,3000596371598,4,0,7.0
2020-07-22 00:51:05,3000595796767,9,0,
2020-07-22 21:48:50,3000596371664,9,0,
2020-07-22 03:03:50,3000595896032,9,0,
2020-07-22 21:19:07,3000596346838,9,0,
2020-07-22 01:53:27,3000595870979,4,0,67.0
2020-07-22 03:09:52,3000595896095,9,0,
2020-07-22 02:58:07,3000595895945,4,0,87.0
2020-07-22 22:59:01,3000628156888,4,0,12.0
2020-07-22 08:10:47,3000627782854,4,0,196.0
2020-07-22 14:26:50,3000627955823,4,1,33.0
2020-07-22 08:48:29,3000627807339,9,0,
2020-07-22 21:28:03,3000628131044,9,0,
2020-07-22 03:11:27,3000627655589,9,0,
2020-07-22 08:28:04,3000627805852,4,0,94.0
2020-07-22 08:14:42,3000627783098,9,0,
2020-07-22 20:47:41,3000628106343,4,1,71.0
2020-07-22 09:02:42,3000627808084,9,0,
2020-07-22 07:44:53,3000627781373,4,0,8.0
2020-07-22 08:21:23,3000627783548,4,0,235.0
2020-07-22 18:41:10,3000628056410,4,1,15.0
2020-07-22 07:23:32,3000627780526,4,1,104.0
2020-07-22 17:22:23,3000628007708,4,1,652.0
2020-07-22 08:47:04,3000627807251,4,1,104.0
2020-07-22 08:55:44,3000627807726,4,0,7.0
2020-07-22 08:13:45,3000627783010,9,0,
2020-07-22 06:59:10,3000627756183,4,1,36.0
2020-07-22 13:04:17,3000627906660,4,0,22.0
2020-07-22 08:43:43,3000627807093,9,0,
2020-07-22 20:15:27,3000628081912,9,0,
2020-07-22 08:36:39,3000627806596,4,0,131.0
2020-07-22 08:00:29,3000627782195,4,0,52.0
2020-07-22 21:10:15,3000628106864,4,0,8.0
2020-07-22 12:48:31,3000627906309,4,1,91.0
2020-07-22 08:14:44,3000627783103,9,0,
2020-07-22 15:57:22,3000627981701,4,1,101.0
2020-07-22 08:54:07,3000627807616,4,1,79.0
2020-07-22 17:25:20,3000628030884,4,0,102.0
2020-07-22 14:48:37,3000627956358,4,1,154.0
2020-07-22 03:14:15,3000627655618,9,0,
2020-07-22 17:17:50,3000628007555,4,0,139.0
2020-07-22 06:07:26,3000627730871,4,0,107.0
2020-07-22 07:45:21,3000627781404,4,0,151.0
2020-07-22 03:07:11,3000627655570,9,0,
2020-07-22 03:13:35,3000627655608,4,0,138.0
2020-07-22 12:35:58,3000627906001,4,1,973.0
2020-07-22 08:57:43,3000627807837,9,0,
2020-07-22 09:10:10,3000627808522,4,0,131.0
2020-07-22 08:55:21,3000627807715,4,1,368.0
2020-07-22 09:08:48,3000627808461,4,1,61.0
2020-07-22 07:07:14,3000627756384,4,1,640.0
2020-07-22 08:50:56,3000627807482,4,0,180.0
2020-07-22 08:21:58,3000627783519,4,1,195.0
2020-07-22 08:27:29,3000627805822,9,0,
2020-07-22 07:19:44,3000627756709,4,1,32.0
2020-07-22 09:01:10,3000627808018,4,1,376.0
2020-07-22 03:22:02,3000627655658,4,0,137.0
2020-07-22 23:11:48,3000628157177,4,1,445.0
2020-07-22 02:37:39,3000627655499,4,0,47.0
2020-07-22 08:29:04,3000627805979,4,0,15.0
2020-07-22 17:24:53,3000628030853,9,0,
2020-07-22 09:06:27,3000627808344,4,0,10.0
2020-07-22 08:58:24,3000627807887,9,0,
2020-07-22 08:22:36,3000627783633,9,0,
2020-07-22 06:11:17,3000627730905,4,1,65.0
2020-07-22 08:49:07,3000627807389,4,1,73.0
2020-07-22 17:49:02,3000628031678,4,0,110.0
2020-07-22 11:26:29,3000627880702,4,0,58.0
2020-07-22 07:44:05,3000627781249,4,0,276.0
2020-07-22 20:52:56,3000628106448,4,1,25.0
2020-07-22 19:16:02,3000628057335,9,0,
2020-07-22 12:50:19,3000627906382,4,0,65.0
2020-07-22 08:19:12,3000627783385,9,0,
2020-07-22 08:49:13,3000627807390,9,0,
2020-07-22 19:47:38,3000628081393,4,0,104.0
2020-07-22 08:55:57,3000627807753,9,0,
2020-07-22 20:44:19,3000628106220,4,0,113.0
2020-07-22 17:27:05,3000628030944,9,0,
2020-07-22 08:58:34,3000627807906,9,0,
2020-07-22 03:13:33,3000627655607,9,0,
2020-07-22 08:50:08,3000627807436,4,1,47.0
2020-07-22 13:28:12,3000627930785,4,1,130.0
2020-07-22 00:57:54,3000627556312,4,0,106.0
2020-07-22 00:43:45,3000627556192,4,1,312.0
2020-07-22 21:49:55,3000628131613,4,0,41.0
2020-07-22 08:48:17,3000627807331,4,1,356.0
2020-07-22 08:53:18,3000627807611,9,0,
2020-07-22 08:12:29,3000627782947,9,0,
2020-07-22 19:00:52,3000628056979,9,0,
2020-07-22 07:24:32,3000627780543,4,1,28.0
2020-07-22 07:06:34,3000627756362,4,1,639.0
2020-07-22 08:16:36,3000627783223,4,0,80.0
2020-07-22 03:10:25,3000627655586,9,0,
2020-07-22 07:22:21,3000627756779,4,0,121.0
2020-07-22 17:14:58,3000628007464,4,0,38.0
2020-07-22 08:12:34,3000627782953,9,0,
2020-07-22 08:34:23,3000627806413,4,1,64.0
2020-07-22 03:13:54,3000627655612,9,0,
2020-07-22 15:42:16,3000627981250,4,1,37.0
2020-07-22 15:07:12,3000627956935,4,0,176.0
2020-07-22 22:46:43,3000628156548,9,0,
2020-07-22 09:37:14,3000627830956,4,1,224.0
2020-07-22 19:12:48,3000628057317,9,0,
2020-07-22 20:51:30,3000628106421,4,1,80.0
2020-07-22 08:14:04,3000592122471,4,0,184.0
2020-07-22 03:43:00,3000592020553,9,0,
2020-07-22 08:02:00,3000592121905,9,0,
2020-07-22 20:54:05,3000592446378,9,0,
2020-07-22 08:25:34,3000592145707,4,0,138.0
2020-07-22 21:23:23,3000592470984,4,0,59.0
2020-07-22 19:37:19,3000592421136,4,1,227.0
2020-07-22 07:34:12,3000592120890,4,1,67.0
2020-07-22 08:19:12,3000592122699,4,0,128.0
2020-07-22 15:10:27,3000592296732,4,1,45.0
2020-07-22 20:56:05,3000592446413,9,0,
2020-07-22 15:31:25,3000592321032,4,1,22.0
2020-07-22 08:40:18,3000592146454,9,0,
2020-07-22 13:10:50,3000592246793,4,1,95.0
2020-07-22 21:55:10,3000592471677,4,0,65.0
2020-07-22 00:11:47,3000591431459,4,1,323.0
2020-07-22 03:35:49,3000592020511,9,0,
2020-07-22 22:52:27,3000592497139,4,1,72.0
2020-07-22 21:01:43,3000592446538,4,0,74.0
2020-07-22 08:11:35,3000592122341,4,1,132.0
2020-07-22 08:20:18,3000592122754,4,0,117.0
2020-07-22 10:43:25,3000592196176,9,0,
2020-07-22 07:24:51,3000592096415,4,1,470.0
2020-07-22 10:38:32,3000592196009,4,1,29.0
2020-07-22 09:00:25,3000592147437,9,0,
2020-07-22 08:01:21,3000592121881,9,0,
2020-07-22 21:03:26,3000592446581,4,0,62.0
2020-07-22 08:16:00,3000592122560,4,0,213.0
2020-07-22 08:57:31,3000592147315,4,1,170.0
2020-07-22 21:19:03,3000592446918,9,0,
2020-07-22 07:59:03,3000592121791,4,1,171.0
2020-07-22 06:31:38,3000592095628,9,0,
2020-07-22 08:20:04,3000592122750,4,0,236.0
2020-07-22 08:11:59,3000592122324,9,0,
2020-07-22 08:33:20,3000592145793,4,1,1070.0
2020-07-22 21:23:26,3000592470985,4,0,54.0
2020-07-22 13:45:40,3000592271190,4,1,131.0
2020-07-22 08:09:43,3000592122240,9,0,
2020-07-22 07:23:25,3000592120608,4,1,289.0
2020-07-22 08:55:37,3000592147205,4,1,108.0
2020-07-22 03:30:05,3000592020488,9,0,
2020-07-22 22:31:23,3000592496240,4,1,63.0
2020-07-22 16:11:27,3000592322037,9,0,
2020-07-22 19:47:30,3000592421299,4,0,128.0
2020-07-22 08:21:01,3000592122782,9,0,
2020-07-22 16:18:40,3000592322232,4,1,10.0
2020-07-22 06:52:15,3000592095887,9,0,
2020-07-22 08:39:23,3000592146402,4,1,104.0
2020-07-22 20:50:11,3000592446298,4,0,117.0
2020-07-22 07:40:08,3000592121077,9,0,
2020-07-22 19:44:14,3000592421252,4,0,120.0
2020-07-22 23:07:31,3000592497543,9,0,
2020-07-22 14:40:55,3000592296105,4,1,40.0
2020-07-22 14:04:31,3000592271484,4,1,140.0
2020-07-22 16:51:51,3000592346596,4,1,685.0
2020-07-22 06:05:07,3000592070846,9,0,
2020-07-22 08:22:40,3000592122879,9,0,
2020-07-22 12:11:39,3000592221783,4,1,22.0
2020-07-22 03:39:55,3000592020529,9,0,
2020-07-22 07:28:32,3000592120737,4,1,55.0
2020-07-22 07:17:48,3000592096354,4,0,198.0
2020-07-22 17:39:55,3000592371291,4,1,89.0
2020-07-22 23:03:05,3000592497422,4,0,25.0
2020-07-22 07:55:18,3000592121642,4,1,25.0
2020-07-22 02:14:28,3000591970550,9,0,
2020-07-22 04:57:43,3000592045642,9,0,
2020-07-22 15:34:10,3000592321091,4,0,6.0
2020-07-22 23:02:15,3000592497402,9,0,
2020-07-22 08:18:46,3000592122680,9,0,
2020-07-22 08:16:28,3000592122579,9,0,
2020-07-22 17:29:59,3000592371093,4,1,227.0
2020-07-22 21:13:04,3000592446784,9,0,
2020-07-22 08:21:50,3000592122836,4,1,64.0
2020-07-22 08:24:56,3000592145690,4,0,188.0
2020-07-22 04:57:53,3000592045644,9,0,
2020-07-22 23:07:22,3000592497537,9,0,
2020-07-22 22:12:11,3000592471914,4,0,446.0
2020-07-22 21:03:05,3000592446570,4,0,140.0
2020-07-22 08:06:35,3000592122059,4,0,205.0
2020-07-22 17:55:36,3000592371655,4,1,29.0
2020-07-22 20:58:11,3000592446450,4,1,405.0
2020-07-22 02:26:23,3000557635378,4,1,497.0
2020-07-22 08:34:46,3000557786333,4,1,247.0
2020-07-22 08:15:14,3000557762640,9,0,
2020-07-22 10:58:27,3000557836433,4,1,37.0
2020-07-22 07:07:44,3000557736102,4,0,87.0
2020-07-22 08:12:04,3000557762463,4,0,61.0
2020-07-22 17:26:21,3000558010817,9,0,
2020-07-22 08:32:38,3000557786160,4,0,105.0
2020-07-22 08:37:39,3000557786502,4,0,214.0
2020-07-22 17:37:52,3000558011219,4,1,270.0
2020-07-22 21:17:35,3000558087021,4,1,201.0
2020-07-22 19:29:12,3000558060915,4,0,10.0
2020-07-22 18:13:12,3000558012481,4,0,14.0
2020-07-22 23:12:33,3000558138118,4,1,17.0
2020-07-22 17:31:04,3000558011051,4,0,93.0
2020-07-22 17:10:21,3000557987105,4,0,96.0
2020-07-22 08:04:41,3000557762060,9,0,
2020-07-22 10:14:32,3000557811828,4,0,132.0
2020-07-22 08:18:20,3000557762791,9,0,
2020-07-22 08:10:16,3000557762318,9,0,
2020-07-22 08:02:39,3000557761924,4,1,35.0
2020-07-22 08:07:45,3000557762054,4,0,302.0
2020-07-22 16:50:56,3000557986423,4,1,37.0
2020-07-22 08:08:45,3000557762288,4,0,52.0
2020-07-22 19:15:31,3000558037239,9,0,
2020-07-22 06:32:09,3000557735498,4,0,135.0
2020-07-22 16:48:14,3000557986356,4,0,11.0
2020-07-22 17:31:44,3000558011073,4,1,215.0
2020-07-22 07:58:40,3000557761694,4,1,805.0
2020-07-22 08:48:38,3000557787219,9,0,
2020-07-22 00:28:33,3000557535928,4,1,244.0
2020-07-22 07:52:17,3000557761421,9,0,
2020-07-22 07:09:24,3000557736136,4,0,65.0
2020-07-22 08:14:29,3000557762613,9,0,
2020-07-22 16:11:01,3000557962206,4,1,223.0
2020-07-22 17:40:58,3000558011231,9,0,
2020-07-22 08:41:02,3000557786724,4,0,101.0
2020-07-22 00:13:02,3000557511600,4,1,57.0
2020-07-22 08:06:05,3000557762140,9,0,
2020-07-22 18:59:16,3000558036853,9,0,
2020-07-22 14:32:48,3000557935887,4,0,12.0
2020-07-22 17:32:23,3000558011117,4,0,244.0
2020-07-22 19:25:36,3000558060826,9,0,
2020-07-22 22:47:02,3000558136731,4,0,224.0
2020-07-22 22:39:18,3000558136425,4,1,207.0
2020-07-22 02:12:48,3000557610565,4,1,35.0
2020-07-22 08:33:19,3000557786226,4,0,162.0
2020-07-22 01:33:23,3000557610413,9,0,
2020-07-22 08:27:03,3000557785734,4,1,453.0
2020-07-22 09:18:02,3000599737995,4,1,526.0
2020-07-22 21:44:44,3000600061366,4,0,81.0
2020-07-22 13:18:32,3000599837362,4,0,93.0
2020-07-22 13:54:15,3000599861793,4,0,9.0
2020-07-22 23:55:41,3000600111980,4,0,33.0
2020-07-22 01:11:03,3000599486705,4,0,160.0
2020-07-22 08:47:25,3000599736701,4,1,55.0
2020-07-22 02:32:43,3000599585577,4,0,80.0
2020-07-22 21:33:24,3000600061130,9,0,
2020-07-22 21:21:17,3000600037136,4,0,37.0
2020-07-22 18:35:04,3000599986258,4,1,250.0
2020-07-22 13:32:51,3000599861067,9,0,
2020-07-22 18:59:13,3000599986950,9,0,
2020-07-22 13:18:32,3000599837361,4,0,165.0
2020-07-22 18:46:47,3000599986566,4,0,44.0
2020-07-22 13:30:22,3000599860993,4,0,13.0
2020-07-22 14:11:18,3000599862200,4,0,120.0
2020-07-22 13:37:15,3000599861228,4,0,68.0
2020-07-22 08:06:45,3000599711718,9,0,
2020-07-22 00:17:45,3000599462177,4,0,10.0
2020-07-22 17:22:37,3000599937555,9,0,
2020-07-22 13:28:47,3000599860963,9,0,
2020-07-22 23:30:40,3000600111210,9,0,
2020-07-22 13:24:09,3000599860817,4,0,203.0
2020-07-22 02:31:48,3000599585573,9,0,
2020-07-22 23:38:13,3000600111414,4,0,161.0
2020-07-22 22:49:18,3000600086593,4,1,48.0
2020-07-22 18:31:43,3000599986072,4,0,189.0
2020-07-22 21:41:58,3000600061296,9,0,
2020-07-22 21:34:26,3000600061162,9,0,
2020-07-22 22:26:45,3000600085998,4,0,231.0
2020-07-22 13:54:33,3000599861794,4,0,53.0
2020-07-22 09:40:57,3000599761386,4,1,18.0
2020-07-22 13:38:31,3000599861249,9,0,
2020-07-22 13:13:07,3000599837220,4,0,160.0
2020-07-22 21:01:17,3000600036678,9,0,
2020-07-22 23:54:54,3000600111944,4,0,139.0
2020-07-22 02:49:44,3000599585697,4,0,23.0
2020-07-22 13:05:17,3000599836950,4,0,8.0
2020-07-22 13:36:58,3000599861218,4,0,86.0
2020-07-22 17:36:56,3000599961290,4,0,45.0
2020-07-22 19:34:04,3000600011209,4,1,914.0
2020-07-22 19:09:24,3000599987269,4,1,23.0
2020-07-22 20:13:42,3000600012137,4,1,109.0
2020-07-22 23:22:54,3000600087447,9,0,
2020-07-22 20:45:07,3000600036316,4,1,340.0
2020-07-22 23:36:36,3000600111358,4,0,22.0
2020-07-22 22:50:11,3000600086585,4,0,178.0
2020-07-22 23:33:47,3000600111285,9,0,
2020-07-22 19:29:37,3000600011114,4,1,23.0
2020-07-22 20:50:59,3000600036462,4,1,57.0
2020-07-22 14:08:00,3000599862147,4,0,112.0
2020-07-22 21:36:47,3000600061213,9,0,
2020-07-22 18:54:39,3000599986804,9,0,
2020-07-22 13:21:07,3000599837464,9,0,
2020-07-22 09:36:31,3000599761212,4,1,58.0
2020-07-22 07:02:46,3000599686095,4,1,335.0
2020-07-22 22:56:05,3000600086778,9,0,
2020-07-22 23:56:29,3000600111995,4,1,110.0
2020-07-22 02:48:24,3000599585688,4,1,66.0
